""	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"Nrbp2"	0.418844689114156	-0.309262402076739	0.282	0.327	1
"Rbm28"	0.424675232770426	0.218614220507364	0.155	0.139	1
"Dnajc3"	0.424887561154984	0.301520594267609	0.225	0.218	1
"Mapk6"	0.427770370381114	0.178437347267607	0.197	0.252	1
"Dcdc2a"	0.428835537495596	0.219518790735297	0.315	0.322	1
"5530601H04Rik"	0.429148961072524	0.212324840740181	0.296	0.297	1
"Cox6c"	0.430673638565939	-0.154332836893047	0.873	0.936	1
"Rnf126"	0.433922064548044	0.200814008971006	0.131	0.114	1
"Rhob"	0.434821462782567	0.163259233110532	0.127	0.109	1
"Rabggtb"	0.437564305842019	0.214149457503972	0.188	0.248	1
"Ssr1"	0.438336641205824	0.159875065287452	0.385	0.371	1
"Snx9"	0.438991203240481	0.18842223848683	0.216	0.208	1
"Med4"	0.44128708983649	0.160066121693083	0.188	0.168	1
"Apbb1"	0.4420544909324	0.251868707032813	0.178	0.168	1
"Sorbs1"	0.444111669746334	0.178920394607562	0.131	0.114	1
"Zbtb38"	0.445556785120264	0.223016376425439	0.324	0.327	1
"Far1"	0.445969571067808	0.239059890869348	0.493	0.535	1
"Zfp385a"	0.448670017264983	0.171599970419146	0.3	0.312	1
"Pdgfc"	0.449457560603128	0.220781375964038	0.178	0.168	1
"Immp1l"	0.45113689839331	0.219594165856702	0.596	0.653	1
"Tpd52"	0.454928706940882	0.222256881812174	0.474	0.51	1
"Cd82"	0.456570737460586	0.162316617176242	0.3	0.302	1
"Emg1"	0.458395601832326	-0.152424178614771	0.362	0.436	1
"S100b"	0.458503016191026	0.226785697815587	0.178	0.163	1
"Rnf2"	0.461975850283323	0.161086461378709	0.117	0.153	1
"Rab2b"	0.462801693946989	0.201793008442775	0.235	0.228	1
"Slc25a44"	0.464545707413057	0.167634624768451	0.108	0.094	1
"Clk2"	0.464972440592566	0.190027085668024	0.122	0.104	1
"Snhg1"	0.465479448396022	0.227433036364835	0.169	0.153	1
"Hspa5"	0.468928114716399	0.349901023124496	0.315	0.391	1
"Smarcd1"	0.469100230438877	0.242482919642045	0.131	0.173	1
"Arfip2"	0.476256726350208	0.164038213433034	0.136	0.119	1
"Spata7"	0.478767618719642	0.171945728397944	0.211	0.208	1
"Trp53bp1"	0.479586822542161	0.171788783829763	0.169	0.158	1
"Rasa2"	0.480216125653512	0.169414789513779	0.455	0.46	1
"Ror2"	0.48071201165992	0.221680875053594	0.216	0.208	1
"Uqcrb"	0.480843165902159	0.17718348921283	0.789	0.812	1
"Notch2"	0.481688553249472	0.168588172922509	0.479	0.475	1
"Rpl22"	0.483364763136788	0.210545429455444	0.742	0.777	1
"Zfp804b"	0.483855058599516	0.225591999633738	0.676	0.718	1
"Hp1bp3"	0.484915170560583	0.202987672779676	0.394	0.401	1
"Dnajb11"	0.486816703002293	0.19705208236244	0.263	0.252	1
"Capzb"	0.487943646363849	0.265376096976219	0.592	0.678	1
"Rhobtb3"	0.488209337731049	0.262448429995166	0.286	0.302	1
"Helz"	0.490654855894652	0.186535292351785	0.329	0.332	1
"Ino80"	0.490853804921749	0.185507010998687	0.169	0.153	1
"Cyb5b"	0.491314089683926	0.161739675826354	0.249	0.233	1
"Zfp867"	0.491786094145556	0.161009607972752	0.15	0.139	1
"Clip3"	0.493920813653227	0.151320738963232	0.324	0.351	1
"Ccar1"	0.49478512728612	0.22266687190829	0.39	0.416	1
"Nipsnap3b"	0.495291926664332	0.220879087234433	0.122	0.109	1
"Atad1"	0.499512137113157	0.200516855103897	0.315	0.322	1
"Tph2"	0.501723433235232	0.180505382425943	0.169	0.163	1
"Pcbp3"	0.503669254618538	0.169386746067483	0.437	0.54	1
"Hbs1l"	0.504653553635864	0.16871708630526	0.174	0.163	1
"Kcnq1ot1"	0.505217297392787	0.283345991043641	0.408	0.421	1
"Trappc2l"	0.505446157646327	0.176275134625662	0.277	0.282	1
"Slc37a4"	0.505618743503458	-0.214244597445869	0.089	0.114	1
"Gm39469"	0.506755018011608	0.165563896381505	0.141	0.129	1
"Ppp1r15a"	0.507510255596301	0.173231490026448	0.094	0.119	1
"Nup35"	0.509406276058852	-0.15309277971933	0.122	0.149	1
"Esrrg"	0.510732297410297	0.255883005395953	0.178	0.163	1
"Esyt2"	0.51304603949848	0.199520873514194	0.169	0.163	1
"Ninj1"	0.513366777074601	0.156480835699009	0.343	0.356	1
"Tra2b"	0.51344546926045	0.176674425846685	0.432	0.46	1
"Cnbd2"	0.513910410248941	0.190663247203554	0.131	0.119	1
"Cpe"	0.514715141573867	0.184057653059629	0.629	0.634	1
"4930581F22Rik"	0.515948359688732	0.164628904315552	0.178	0.168	1
"2210408F21Rik"	0.516201988481362	0.165693352174609	0.352	0.436	1
"Tmem179b"	0.516669070464372	0.17995684510334	0.225	0.228	1
"Stt3b"	0.516671842311942	0.179833962803223	0.427	0.45	1
"Ppp1r11"	0.517436733361031	0.181901638578557	0.362	0.386	1
"Trim9"	0.517786722169091	0.160448816859177	0.624	0.673	1
"Bcor"	0.518546373975152	0.205882410418212	0.211	0.203	1
"Heg1"	0.521020479640782	0.193583566320265	0.146	0.134	1
"Phf14"	0.521385715305428	0.162633485232865	0.39	0.386	1
"Tst"	0.521481789865917	0.204651755870856	0.216	0.213	1
"Stk38"	0.522306921463097	0.22587206120877	0.282	0.297	1
"Rfx3"	0.525428311541781	0.15011250038935	0.418	0.426	1
"Sdhaf2"	0.528740432146108	0.154405141376007	0.16	0.149	1
"St6galnac3"	0.5299291265677	0.168733704222854	0.347	0.351	1
"Lama5"	0.532242738965483	0.199017799165682	0.188	0.178	1
"Hnrnpl"	0.532566053012412	0.224595995325726	0.394	0.411	1
"Zfp277"	0.53430477183333	0.20462104061072	0.244	0.248	1
"Pdia6"	0.53632984379459	0.179943273864748	0.324	0.401	1
"Sgk3"	0.538317367526513	0.206438774220047	0.202	0.193	1
"Camk2n1"	0.542413025668032	0.211306805642547	0.423	0.45	1
"Mtx1"	0.543269231259909	0.211488693492834	0.155	0.149	1
"1190007I07Rik"	0.544454331167056	0.179104363448996	0.108	0.134	1
"Cygb"	0.546930013965738	0.21780244469363	0.136	0.129	1
"Etnppl"	0.55317714982553	0.158643726997826	0.479	0.495	1
"Eln"	0.553865988667224	0.212043927589509	0.122	0.109	1
"Lama1"	0.554827530419791	0.169865335758826	0.197	0.193	1
"Gm10033"	0.555316666595829	0.199081167473045	0.221	0.218	1
"Sbds"	0.556681960133	0.15640665737796	0.291	0.282	1
"Usp40"	0.556817122821146	0.162118706513829	0.207	0.203	1
"Fance"	0.556836639745116	0.175437749304842	0.136	0.124	1
"Gmfb"	0.559092724630435	0.304074805014375	0.272	0.287	1
"Pgrmc2"	0.560867051481883	0.206460889341253	0.202	0.203	1
"Sh3bgrl3"	0.562717372430387	-0.193459838969592	0.333	0.381	1
"Mdga2"	0.56316612625249	0.234147210047929	0.484	0.525	1
"Pabpc1"	0.566424005068395	0.17590634470773	0.343	0.347	1
"Plxnd1"	0.566808298053595	0.183411225293215	0.122	0.114	1
"Naa16"	0.567480425486418	0.170939490610576	0.258	0.267	1
"Hebp2"	0.567773877153594	0.190275638915574	0.127	0.114	1
"Tmem160"	0.569369791878969	0.157873209759085	0.427	0.505	1
"Phyhd1"	0.570372998383851	0.218483786130737	0.286	0.307	1
"Septin11"	0.571699643590589	0.153029512357454	0.108	0.094	1
"Irf2bp2"	0.575471925848426	0.161366837251825	0.291	0.287	1
"Letm2"	0.576080630624565	0.195027250005439	0.225	0.228	1
"Mmd"	0.576087301776727	0.163574593369004	0.141	0.129	1
"Med21"	0.58137756253109	0.210777945979255	0.23	0.233	1
"Nadk2"	0.58457863660927	0.241105529843809	0.291	0.302	1
"Camsap1"	0.586274100795466	0.190334258202666	0.169	0.163	1
"Ubxn2b"	0.58805492851169	0.284052965336036	0.174	0.163	1
"Jakmip1"	0.588737029021506	0.160131131307461	0.268	0.332	1
"Pip4p2"	0.590735519465971	0.169430857456303	0.249	0.302	1
"Tgoln1"	0.590864513834527	0.230340976042051	0.333	0.356	1
"Mbd1"	0.591359046680495	0.497151359990079	0.178	0.178	1
"Syt11"	0.595287846848151	0.175603460098408	0.446	0.604	1
"Magi1"	0.598037935702752	0.174557419598282	0.469	0.53	1
"Me3"	0.601367280193545	0.23143160908055	0.46	0.52	1
"Ifrd1"	0.605050658287583	0.22119559600449	0.343	0.351	1
"Usp12"	0.605991505626785	0.15489580357136	0.113	0.104	1
"Nrf1"	0.611727897695838	0.228372239162942	0.272	0.287	1
"Lonp2"	0.61610383663764	0.244115254604397	0.31	0.317	1
"Wwc2"	0.616218301788408	0.254305869681753	0.291	0.307	1
"Tiparp"	0.617227090681913	0.22799388590773	0.164	0.198	1
"Slc20a2"	0.618034377235722	0.198478149196745	0.239	0.248	1
"Pcgf2"	0.620385756748751	0.183648234376291	0.164	0.158	1
"Gm32031"	0.621133563004959	0.166581548463312	0.192	0.188	1
"Zfp532"	0.628015299774863	0.191140031385993	0.38	0.396	1
"Fzd3"	0.635977230185448	0.243882651389085	0.272	0.282	1
"Arl2bp"	0.637016425941839	0.169174999857562	0.563	0.624	1
"Arid1b"	0.641277730165205	-0.19701252539844	0.545	0.604	1
"Ctbp2"	0.644280580565264	0.155919283712437	0.305	0.317	1
"Sbf2"	0.644347622109725	0.205528856796581	0.352	0.401	1
"Cnpy3"	0.644379899760704	0.167418104403632	0.202	0.208	1
"Atp6v0e2"	0.644396662573385	0.172453070871583	0.404	0.436	1
"Borcs8"	0.644645611326304	0.237043401141236	0.136	0.134	1
"Lin52"	0.645334275840765	0.163203817171718	0.211	0.262	1
"Ptprf"	0.645702821506527	0.213937056926	0.404	0.455	1
"Chrm3"	0.646114067675672	-0.150088349815109	0.094	0.109	1
"Ing1"	0.646783032354013	0.163648055252557	0.164	0.158	1
"Stat1"	0.648879427055963	0.159182058978174	0.16	0.193	1
"Ddah2"	0.649677378338379	-0.167131687884899	0.587	0.658	1
"Mindy2"	0.651588197701645	0.190674884570025	0.423	0.46	1
"Sec63"	0.653285471128875	0.199872028167935	0.338	0.361	1
"Dtx4"	0.656390221111535	0.23394126571989	0.127	0.124	1
"Ap2a2"	0.657837633595472	0.281814019556447	0.254	0.257	1
"Usp2"	0.658199538649208	0.205907149472312	0.366	0.406	1
"Pam"	0.660366489289242	0.195336812689819	0.39	0.426	1
"Cebpd"	0.663384376816385	-0.185121189034144	0.484	0.53	1
"C87436"	0.664470206074597	0.196818868062401	0.122	0.119	1
"Camk2b"	0.664470206074597	0.195069047866691	0.122	0.119	1
"Clasp1"	0.664721971088167	0.20410407121862	0.531	0.594	1
"Psma7"	0.665964755459573	0.184082078029506	0.441	0.48	1
"Cacna2d1"	0.666446623500761	0.156907413475239	0.122	0.114	1
"Fam117a"	0.66997920329965	-0.187756819934456	0.155	0.178	1
"Cobl"	0.671207395472821	0.215815029784894	0.376	0.416	1
"Tomm22"	0.671333104984889	0.177381667035605	0.455	0.545	1
"Vsx2"	0.671805407716665	0.178898851259972	0.587	0.663	1
"Smc1a"	0.673078954527855	0.195243931755949	0.268	0.312	1
"Atp6v1c1"	0.675502497809259	0.168918714182214	0.239	0.243	1
"Fstl1"	0.676124826338626	0.153673858396897	0.484	0.52	1
"Rad9b"	0.676365974875359	0.172884932998826	0.117	0.109	1
"Atxn2"	0.676389402330768	0.167983870797042	0.352	0.401	1
"Fbxw5"	0.676439563001911	0.155364136247369	0.146	0.139	1
"Zfp106"	0.678313103579578	0.192210797891885	0.277	0.302	1
"Kansl1"	0.683953288303822	0.150972987814685	0.535	0.579	1
"Cnp"	0.684770618772947	0.159102982581206	0.376	0.396	1
"Ltbp1"	0.685549877394704	0.220690647563784	0.244	0.252	1
"Ube3c"	0.686378107467587	0.179591189174819	0.296	0.337	1
"Scn7a"	0.686620546134453	0.164698457069027	0.39	0.441	1
"Chmp2b"	0.687914982167773	0.238142274812678	0.188	0.228	1
"Acly"	0.689496763906631	0.1560460908128	0.211	0.252	1
"Amer2"	0.689529580537854	0.217579497602371	0.136	0.129	1
"Tollip"	0.690442868749322	0.16229454237582	0.174	0.203	1
"Pacs2"	0.69393687087526	0.151407003111251	0.15	0.144	1
"Naa20"	0.693999528179646	0.180987758743705	0.324	0.356	1
"Cxxc5"	0.694238633609342	0.171052031760107	0.394	0.416	1
"Lzts2"	0.695905513645199	0.153009789937843	0.188	0.193	1
"Rfc2"	0.704761521991667	0.174688721897974	0.188	0.193	1
"Col18a1"	0.705863080884264	0.240125170739972	0.357	0.406	1
"Bcl7b"	0.707494048874099	0.196637909773605	0.192	0.193	1
"Fam234a"	0.708133599565748	0.15339639369626	0.39	0.416	1
"Qars"	0.708260755211754	0.165521758524659	0.146	0.144	1
"Manf"	0.708500638691124	0.175686862547125	0.319	0.386	1
"Fndc4"	0.709749203940448	0.164455347006816	0.169	0.168	1
"Tbc1d23"	0.713133772907719	0.190776184792877	0.239	0.257	1
"Smim1"	0.715991282241323	0.193241264238318	0.296	0.322	1
"Arl6ip4"	0.717684414792846	0.153755731477205	0.235	0.243	1
"Mblac2"	0.718386979776547	0.215851866595543	0.141	0.139	1
"Ccdc186"	0.718922971250318	0.190274828631791	0.202	0.203	1
"Mob2"	0.71911632467485	0.162686590190992	0.169	0.168	1
"Gpi1"	0.720027005181689	0.165236238087434	0.296	0.351	1
"Sars"	0.722115465498258	0.197903568113288	0.333	0.371	1
"Cdk16"	0.722452953637433	0.162822347425762	0.141	0.139	1
"Ppp1r7"	0.724345252595128	0.171603761087142	0.169	0.198	1
"Kmt2e"	0.729993763856688	0.177153597443812	0.54	0.639	1
"Aopep"	0.730869020155256	0.234677408405428	0.291	0.351	1
"Cd151"	0.732888106931727	0.157439447782531	0.23	0.248	1
"2810410L24Rik"	0.736083076081321	0.207405986880463	0.169	0.168	1
"Uba52"	0.740379429630698	0.233311044474639	0.437	0.485	1
"Nfkbiz"	0.741752035652877	-0.211784776846045	0.268	0.282	1
"Pdgfrb"	0.751207526649946	0.155437899097441	0.352	0.406	1
"Snhg6"	0.753997776529406	0.171505061513001	0.183	0.188	1
"Trappc10"	0.756379844554038	0.161777339774869	0.113	0.109	1
"Plxnb2"	0.757426526984342	0.159366887465043	0.235	0.252	1
"Mtch1"	0.761538684317589	0.153853279045339	0.371	0.416	1
"Cavin1"	0.768502661338806	0.163093070724019	0.122	0.124	1
"Dhx30"	0.770016323386158	0.157989805027465	0.268	0.292	1
"Ehmt2"	0.770500330580868	0.252782882664138	0.192	0.198	1
"Ylpm1"	0.771633656558435	0.171053716935924	0.319	0.391	1
"Ube2j2"	0.772101781016396	0.18776065390885	0.324	0.342	1
"Pdzrn3"	0.776775602603668	0.181698822920604	0.333	0.356	1
"Grn"	0.777101060907465	0.150608375956654	0.117	0.139	1
"Fbxo21"	0.782411713865134	0.201264564222742	0.169	0.198	1
"Fbxl17"	0.782755648384481	0.164175375917737	0.465	0.515	1
"Ubqln2"	0.783156146751537	0.181810158510414	0.188	0.223	1
"Rpn2"	0.786345258934225	0.198705910864882	0.272	0.317	1
"Phgdh"	0.78640713863206	0.181184252359975	0.16	0.163	1
"Tprkb"	0.791749087047907	0.181313944609599	0.357	0.386	1
"Tbc1d9"	0.791892534210028	0.152833073275225	0.225	0.243	1
"Calu"	0.799810498785853	0.198374003592483	0.272	0.297	1
"Jak2"	0.807218872159927	0.169613533599035	0.108	0.124	1
"Cdk9"	0.808229969998222	0.160380394761527	0.141	0.144	1
"Trim25"	0.811784378957121	0.172651608219592	0.113	0.109	1
"Ndufaf8"	0.814352959777146	0.151049004536705	0.371	0.381	1
"Ndufs7"	0.81585461719389	0.188074608809261	0.568	0.644	1
"Tomm5"	0.817140637145454	0.180944583955391	0.263	0.272	1
"Abl2"	0.817407521277649	0.164968521205243	0.16	0.183	1
"Rev3l"	0.818816848938308	0.242499378114936	0.427	0.49	1
"Hdhd2"	0.820933932832215	0.180236902053748	0.357	0.396	1
"H1f0"	0.823154603402456	0.314472092633195	0.385	0.465	1
"Ccdc12"	0.823377753391104	0.231449650415056	0.446	0.53	1
"Svip"	0.82713551016091	0.246715308731796	0.31	0.342	1
"Map2k6"	0.83112199752049	0.221447547008643	0.385	0.421	1
"Gm19522"	0.831491630988969	0.201942773000936	0.16	0.168	1
"Txlna"	0.832038866898219	0.170956743086757	0.103	0.104	1
"Mllt10"	0.839840258082425	0.175288859004058	0.385	0.45	1
"Cnnm3"	0.844202854516725	0.161809376487771	0.117	0.119	1
"Cript"	0.846674128558979	0.192778208386489	0.343	0.386	1
"Ggact"	0.848569044107499	0.152034526325817	0.169	0.173	1
"Fam204a"	0.849100979574471	0.157735702831545	0.225	0.233	1
"Mbtps2"	0.855582910001629	0.18387988769713	0.155	0.163	1
"Elof1"	0.858317155181782	0.215027818567285	0.258	0.302	1
"Ddx42"	0.863257745346415	0.190359914711042	0.31	0.347	1
"Dag1"	0.86612113173939	0.174644477684842	0.329	0.381	1
"Znhit3"	0.874819145389928	0.158246927808753	0.146	0.149	1
"Rabgap1l"	0.876057046808186	0.150948477415792	0.146	0.144	1
"Vamp4"	0.876439727243096	0.176450784550346	0.38	0.446	1
"Smyd3"	0.878223650987169	0.175356602368152	0.352	0.396	1
"Chd6"	0.881091525125526	0.205822148772738	0.427	0.49	1
"Dcun1d5"	0.88155668038587	0.182566717729089	0.225	0.257	1
"Dtd2"	0.885440379650073	0.183027340352062	0.188	0.218	1
"Cep164"	0.885755138786856	0.17769667611193	0.207	0.228	1
"Hdac9"	0.888132383074589	0.185698417588942	0.169	0.183	1
"Gm5148"	0.889603261476153	0.168019669230552	0.113	0.124	1
"Gm13483"	0.890579009502501	0.166645713526694	0.296	0.337	1
"Polb"	0.891387563579599	0.159560210424308	0.399	0.485	1
"Atl3"	0.894080151039925	0.161202094478474	0.169	0.188	1
"Septin7"	0.894080384945124	0.299710353262428	0.549	0.614	1
"Whamm"	0.894703064184714	0.179625733346064	0.122	0.139	1
"Zfyve9"	0.897427104168915	0.204855823618816	0.207	0.228	1
"Bhlhe41"	0.897925924363905	0.18928823461513	0.296	0.312	1
"Ndufaf2"	0.89805152707397	0.153458507440962	0.23	0.243	1
"Lrrk2"	0.899020290386416	0.158834822559686	0.216	0.248	1
"Snhg4"	0.899657544510995	0.180785938629454	0.141	0.158	1
"Rps6ka3"	0.899827016098963	0.183850708039856	0.272	0.292	1
"Btbd1"	0.899934990434328	0.174471443498715	0.441	0.495	1
"Zfp36"	0.902530046277553	0.166827978897164	0.23	0.233	1
"Akr1a1"	0.903751465044623	0.168044432039538	0.61	0.693	1
"Tbca"	0.90622631007104	0.155514738405389	0.601	0.683	1
"Smu1"	0.906312193509392	0.199632750313506	0.235	0.262	1
"Hspa9"	0.906482802293717	0.32640770470471	0.277	0.312	1
"Rc3h2"	0.908772494288822	0.193909699086087	0.235	0.267	1
"Uck1"	0.908867683224849	0.192975993262716	0.141	0.149	1
"Gm14399"	0.910614749483296	0.192689828083339	0.103	0.114	1
"Kif1a"	0.911959435507904	0.155115726680751	0.488	0.604	1
"Tmem63b"	0.916528270850356	0.184869980755664	0.16	0.173	1
"Ptpn1"	0.91854577630894	0.162162788329492	0.155	0.173	1
"Ier5"	0.918879498784293	0.169265792064156	0.315	0.356	1
"Slc8b1"	0.920918718511575	0.158958894123909	0.268	0.302	1
"Plk5"	0.922401196211565	0.200809757897117	0.169	0.178	1
"Abhd17b"	0.930331956309227	-0.182910073967446	0.432	0.45	1
"Vangl2"	0.939196632974154	0.170538877404826	0.174	0.188	1
"Tfpt"	0.94141840582991	0.152951237556952	0.136	0.149	1
"Vamp8"	0.945649264919318	0.17256413199191	0.469	0.54	1
"Emc7"	0.949488679207711	0.160371483483463	0.507	0.574	1
"Thap3"	0.951553718709108	0.165004307243459	0.418	0.47	1
"Ano6"	0.953488751425206	0.159138801012997	0.216	0.233	1
"Prxl2b"	0.956701857552455	0.232027434547467	0.169	0.183	1
"Arhgap31"	0.959970995319669	0.196062579335748	0.207	0.223	1
"BC029722"	0.966939335193218	0.175884952462613	0.178	0.198	1
"Eif3c"	0.967273057735024	0.151310383319901	0.432	0.49	1
"Pnpt1"	0.968177971863724	0.185355659860015	0.099	0.104	1
"Scfd1"	0.972246570732351	0.174476729997452	0.202	0.228	1
"Cnot6"	0.974514277645314	0.170940892789247	0.244	0.272	1
"Garem1"	0.975263988115536	0.153191989431426	0.61	0.678	1
"Abhd8"	0.976339556277879	0.236955144920455	0.315	0.361	1
"Cdk12"	0.978102088386713	0.162071879029581	0.347	0.391	1
"Phf20l1"	0.979980150073258	0.198408539455645	0.465	0.51	1
"Commd6"	0.981024486875581	0.165580592048114	0.502	0.559	1
"Slc44a2"	0.985364841276148	0.202864881969509	0.183	0.208	1
"Htatsf1"	0.986599443085215	0.349761228057078	0.225	0.267	1
"Hdac1"	0.989900059433127	0.187079591166989	0.352	0.411	1
"Tbc1d19"	0.993449182463525	0.163757758212312	0.131	0.144	1
"Hif3a"	0.994279690932675	0.153526906855209	0.333	0.381	1
"Srek1ip1"	0.994861291101843	0.229226516312759	0.3	0.337	1
"Grm7"	0.995235120584297	0.151515940506328	0.385	0.436	1
"Slc3a2"	0.995336471279131	0.162360904704683	0.648	0.678	1
"H2ac6"	0.999411794187343	0.215185990282294	0.113	0.119	1
